"建物他項權利登記","棟數_棟","設定","移轉","變更","塗銷","其他","面積_平方公尺","設定","移轉","變更","塗銷","其他"
"107年 5月/ 屏東縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 屏東縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 屏東縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 屏東縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 屏東縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 登記項目總計","449","226","9","31","183","-","75,278.57","37,336.44","2,112.80","5,749.04","30,080.29","-"
"107年 5月/ 臺東縣 / 抵押權","449","226","9","31","183","-","75,278.57","37,336.44","2,112.80","5,749.04","30,080.29","-"
"107年 5月/ 臺東縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 臺東縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 登記項目總計","1,083","510","1","115","457","-","169,255.25","81,777.51","94.38","16,288.45","71,094.91","-"
"107年 5月/ 花蓮縣 / 抵押權","1,083","510","1","115","457","-","169,255.25","81,777.51","94.38","16,288.45","71,094.91","-"
"107年 5月/ 花蓮縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 花蓮縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 登記項目總計","133","83","-","9","41","-","25,852.39","17,453.11","-","1,642.96","6,756.32","-"
"107年 5月/ 澎湖縣 / 抵押權","133","83","-","9","41","-","25,852.39","17,453.11","-","1,642.96","6,756.32","-"
"107年 5月/ 澎湖縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 澎湖縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 登記項目總計","1,650","887","-","62","701","-","122,728.26","71,786.94","-","4,634.64","46,306.68","-"
"107年 5月/ 基隆市 / 抵押權","1,650","887","-","62","701","-","122,728.26","71,786.94","-","4,634.64","46,306.68","-"
"107年 5月/ 基隆市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 基隆市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 登記項目總計","2,103","1,154","-","36","913","-","229,027.87","128,230.71","-","4,262.56","96,534.60","-"
"107年 5月/ 新竹市 / 抵押權","2,103","1,154","-","36","913","-","229,027.87","128,230.71","-","4,262.56","96,534.60","-"
"107年 5月/ 新竹市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 新竹市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 登記項目總計","1,049","552","-","44","453","-","143,882.61","79,963.05","-","9,372.31","54,547.25","-"
"107年 5月/ 嘉義市 / 抵押權","1,049","552","-","44","453","-","143,882.61","79,963.05","-","9,372.31","54,547.25","-"
"107年 5月/ 嘉義市 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 嘉義市 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 登記項目總計","195","132","-","19","44","-","24,928.28","17,724.15","-","1,774.47","5,429.66","-"
"107年 5月/ 金門縣 / 抵押權","195","132","-","19","44","-","24,928.28","17,724.15","-","1,774.47","5,429.66","-"
"107年 5月/ 金門縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 金門縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 登記項目總計","1","1","-","-","-","-","747.55","747.55","-","-","-","-"
"107年 5月/ 連江縣 / 抵押權","1","1","-","-","-","-","747.55","747.55","-","-","-","-"
"107年 5月/ 連江縣 / 地上權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 不動產役權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 典權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 農育權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 永佃權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 耕作權","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 法院判決、調解、和解","-","-","-","-","-","-","-","-","-","-","-","-"
"107年 5月/ 連江縣 / 其他他項權利","-","-","-","-","-","-","-","-","-","-","-","-"

